"";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"sp_11";"sp_12";"sp_13";"sp_14";"sp_15";"sp_16";"sp_17";"sp_18";"sp_19";"sp_20";"enviro";"enviro2";"env";"site"
"21467";0;0;0;0;0;0;0;0;0;0;5;3;3;2;7;4;5;4;6;1;0,032050297233908;0,00172199922277447;79,9494632752612;468
"21468";6;0;6;7;8;2;0;3;2;1;1;2;1;0;0;1;0;0;0;0;-0,0318540851365135;-0,000247487484515101;21,4069006498903;469
"21469";0;0;3;1;2;1;1;2;6;4;0;4;7;1;2;3;0;2;1;0;-0,0057421821755075;-0,0340564411434566;45,3279160428792;470
"21470";7;1;5;6;0;5;7;3;3;1;1;0;1;0;0;0;0;0;0;0;-0,037588950139763;0,0135839389821142;16,153212543577;471
"21471";7;1;5;6;6;2;1;1;5;1;1;2;1;0;1;0;0;0;0;0;-0,0355593139731267;0,00842505721525014;18,0125545477495;472
"21472";8;0;10;3;4;6;0;4;1;2;1;1;0;0;0;0;0;0;0;0;-0,0511763731450985;0,0555630045541707;3,70582579635084;473
"21473";0;1;1;0;1;2;0;3;5;7;1;10;2;2;4;1;0;0;0;0;-0,0057495393848643;-0,0340536517228808;45,3211761312559;474
"21474";4;0;7;10;5;1;3;2;3;2;0;3;0;0;0;0;0;0;0;0;-0,0426524033847972;0,0277138619831135;11,5146022057161;475
"21475";0;0;0;1;1;4;1;4;7;6;0;3;3;3;3;2;1;1;0;0;-0,00220353663964188;-0,0349579578555717;48,5696558142081;476
"21476";0;0;0;0;2;0;0;0;1;5;0;7;4;4;4;4;1;6;2;0;0,0128569146231684;-0,0289697742002518;62,3664781684056;477
"21477";7;0;6;7;2;6;5;6;0;0;1;0;0;0;0;0;0;0;0;0;-0,0441626137391512;0,03227642665897;10,1311042206362;478
"21478";0;0;0;0;0;1;0;0;0;2;0;7;3;7;6;5;2;5;2;0;0,0296700367209238;-0,00348793892797358;77,7689156355336;479
"21479";1;0;2;1;0;4;4;3;5;5;1;2;5;2;2;2;0;1;0;0;-0,00651068857673925;-0,033744551409588;44,6238902397454;480
"21480";0;0;0;0;0;0;0;0;1;1;1;9;3;4;8;5;1;6;1;0;0,0257807247760198;-0,0111456111338855;74,2059316951782;481
"21481";0;0;1;1;0;1;1;3;3;4;0;1;8;6;4;1;0;5;1;0;0,0125605034681675;-0,0292411286172456;62,0949370320886;482
"21482";1;0;4;1;0;5;2;6;6;0;0;5;4;2;1;2;0;0;1;0;-0,00927250473755716;-0,0322817092589939;42,0938009163365;483
"21483";0;0;0;1;0;0;0;3;0;2;1;4;5;5;6;7;1;5;0;0;0,0216160805992717;-0,0181688870394651;70,3907169401646;484
"21484";3;0;8;6;6;3;1;5;4;0;2;1;0;0;1;0;0;0;0;0;-0,0381026032226401;0,0149353519361097;15,6826569000259;485
"21485";0;0;0;0;1;0;0;2;3;0;0;2;3;3;6;7;3;4;5;1;0,0231038914907239;-0,0157995281610152;71,7536948621273;486
"21486";0;0;0;1;1;1;1;3;3;2;0;6;4;0;6;8;1;1;2;0;0,0178077340473351;-0,023526270821739;66,9019050896168;487
"21487";9;0;10;7;5;1;0;3;3;2;0;0;0;0;0;0;0;0;0;0;-0,054835694379963;0,0690823366123759;0,353535474278033;488
"21488";1;1;0;0;0;2;2;0;7;4;1;5;3;7;5;2;0;0;0;0;-0,00170102272302435;-0,0350147506875728;49,030006909743;489
"21489";2;1;3;6;3;6;0;8;3;1;2;2;0;0;3;0;0;0;0;0;-0,0232965272376121;-0,0165966981602863;29,2464470257983;490
"21490";0;0;0;0;0;1;0;2;0;1;2;4;9;4;2;4;4;5;2;0;0,0164300036316459;-0,0252137751117664;65,6397714745253;491
"21491";1;0;3;5;3;9;0;5;5;4;1;2;1;0;0;0;0;1;0;0;-0,0196101691726848;-0,0220563338225779;32,6235056854784;492
"21492";3;1;2;4;3;6;1;7;4;3;1;1;1;1;1;0;1;0;0;0;-0,0184122653497379;-0,0236252521345534;33,720900840126;493
"21493";6;1;2;6;5;8;1;2;3;2;1;3;0;0;0;0;0;0;0;0;-0,039482582403806;0,0186577132586104;14,4184631993994;494
"21494";0;0;0;0;1;1;0;1;4;3;0;5;6;3;7;1;1;6;0;1;0,0217878078748006;-0,0179033363705854;70,5480356467888;495
"21495";0;1;0;1;1;1;0;4;3;5;0;7;2;6;2;4;0;2;0;1;0,00545582114690498;-0,0339008698638504;55,5863644694909;496
"21496";5;0;9;7;1;8;2;3;2;2;0;0;0;1;0;0;0;0;0;0;-0,0288530238129215;-0,00656591177687885;24,156161560677;497
"21497";0;0;1;0;0;2;1;1;1;8;0;3;8;6;4;2;0;0;3;0;0,0133178473971051;-0,0285355614625978;62,7887369366363;498
"21498";0;0;0;0;1;0;3;1;0;4;0;6;6;1;8;6;1;1;2;0;0,0191629936079184;-0,0217363732047293;68,1434532394633;499
"21499";0;0;1;0;4;3;1;0;1;2;4;4;8;0;3;4;1;2;0;2;0,0114354175077274;-0,0302150103636082;61,064250045456;500
"21500";0;0;0;0;1;0;0;0;0;0;1;0;2;0;6;14;6;8;2;0;0,0471906250886796;0,0441656958625186;93,819460272789;501
"21501";12;0;3;6;8;5;1;3;2;0;0;0;0;0;0;0;0;0;0;0;-0,049118485184737;0,0483728312144164;5,59104916173965;502
"21502";0;0;0;0;0;0;0;0;0;0;0;3;2;1;4;7;2;13;8;0;0,0505151902352394;0,0556388355301047;96,8650818103924;503
"21503";0;0;0;0;0;0;0;3;2;5;0;5;1;4;3;7;2;3;5;0;0,0194948381955682;-0,0212784672558271;68,4474548092112;504
"21504";0;0;1;4;3;2;0;2;7;3;1;7;2;2;3;2;0;1;0;0;-0,00597823697850819;-0,0339650495037631;45,1116671320051;505
"21505";2;0;5;7;7;4;0;4;5;4;0;1;0;0;1;0;0;0;0;0;-0,0242666695206279;-0,0150014282106888;28,357703355141;506
"21506";0;0;0;0;0;0;0;0;0;1;1;0;3;1;6;4;7;4;13;0;0,0463695001930927;0,0414513793254499;93,0672308662906;507
"21507";0;0;0;0;2;2;1;5;6;2;1;6;4;0;4;1;2;1;3;0;0,00609846016941986;-0,0336250430912253;56,1750836437568;508
"21508";1;0;0;1;0;3;0;1;2;3;1;5;5;3;7;7;1;0;0;0;0,0224550171762848;-0,0168519631102268;71,1592635605484;509
"21509";0;0;0;0;0;0;1;2;2;8;0;7;6;1;4;4;1;2;2;0;0,0133244972924563;-0,0285291879952817;62,7948288805783;510
"21510";0;1;1;2;1;1;0;3;5;1;1;5;4;6;5;1;0;1;2;0;0,00258321554430953;-0,034779629945224;52,9547813581303;511
"21511";0;0;2;3;5;4;1;5;6;3;0;4;3;0;4;0;0;0;0;0;-0,0089111375037847;-0,0325035395000982;42,4248480703682;512
"21512";2;0;4;2;9;1;0;4;7;1;2;3;2;1;0;1;0;1;0;0;-0,0278688093614587;-0,00850049449057338;25,0577966915444;513
"21513";0;0;0;0;0;0;0;0;0;0;1;2;1;0;3;9;6;5;13;0;0,0483219278893742;0,047982813137845;94,8558424832299;514
"21514";0;0;0;0;0;0;0;0;0;0;1;2;4;2;4;8;4;9;6;0;0,0435082805414853;0,0323628660474469;90,4460783815011;515
"21515";0;0;0;0;0;0;0;0;2;1;1;2;6;2;7;5;2;6;5;1;0,0375478030586845;0,0152740483632603;84,9857075372711;516
"21516";0;0;0;0;0;2;1;3;0;3;1;5;3;1;7;6;2;3;2;1;0,0301031884220372;-0,00256943459640738;78,1657242681831;517
"21517";0;0;1;0;2;3;2;4;7;6;1;2;4;3;2;2;1;0;0;0;-0,00179753596053619;-0,0350052174241377;48,941591498442;518
"21518";3;0;13;8;6;4;0;2;3;0;1;0;0;0;0;0;0;0;0;0;-0,0338786410959158;0,00437188668355099;19,5522126043215;519
"21519";0;0;1;0;0;0;2;1;4;5;0;4;5;2;5;3;3;4;1;0;0,0211590735070204;-0,0188655020162303;69,9720544740558;520
"21520";0;0;0;0;0;0;0;0;0;0;0;1;4;1;6;5;5;7;11;0;0,0484143578689579;0,0482986475703061;94,9405172374099;521
"21521";0;0;2;2;5;5;0;4;3;4;0;6;4;2;1;2;0;0;0;0;-0,00763283851054475;-0,0332147231739283;43,5958929359913;522
"21522";9;0;9;12;5;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;-0,053613964368314;0,0644642075245146;1,47275771014392;523
"21523";0;0;0;1;1;2;0;3;0;6;0;6;4;2;6;3;2;3;1;0;0,016906462138622;-0,0246452500407066;66,0762533079833;524
"21524";7;0;12;7;5;4;0;4;1;0;0;0;0;0;0;0;0;0;0;0;-0,0514851935817062;0,0566676463512441;3,4229165641591;525
"21525";3;0;2;3;7;5;0;6;4;2;2;2;2;2;0;0;0;0;0;0;-0,0224570225219974;-0,0179238650183993;30,0155141158029;526
"21526";0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;10;3;9;11;0;0,0496561506403223;0,0525999836028845;96,0781188914552;527
"21527";7;0;7;5;7;6;0;4;3;0;0;0;0;1;0;0;0;0;0;0;-0,0470404122668253;0,0414136005900681;7,49476389028132;528
"21528";0;0;1;1;3;1;0;3;3;5;0;3;7;3;6;1;2;1;0;0;-0,00281358289710006;-0,0348652057748676;48,0107947485521;529
"21529";2;0;6;1;2;5;4;6;6;3;1;2;1;1;0;0;0;0;0;0;-0,0188064249112538;-0,0231201256148798;33,359812758863;530
"21530";0;1;1;5;3;6;0;9;2;3;1;1;5;1;1;1;0;0;0;0;-0,0171736635481195;-0,0251416203651487;34,8555792588741;531
"21531";1;0;2;11;2;3;6;5;1;0;2;4;0;1;1;0;0;1;0;0;-0,0217086001278584;-0,0190653553388835;30,7011410361156;532
"21532";0;0;0;0;0;0;0;0;2;1;1;4;5;3;8;4;0;7;3;2;0,0410183304180667;0,0249210222300175;88,1650445051491;533
"21533";6;1;9;6;3;6;1;2;3;0;0;1;2;0;0;0;0;0;0;0;-0,0470127867370029;0,0413231262019365;7,5200715335086;534
"21534";12;1;6;8;3;6;0;2;1;0;0;1;0;0;0;0;0;0;0;0;-0,0535219544819103;0,0641206507599617;1,55704761855304;535
"21535";7;0;6;9;3;7;1;5;1;1;0;0;0;0;0;0;0;0;0;0;-0,0536451582121528;0,0645808173760832;1,44418114796281;536
"21536";3;0;5;3;3;4;1;8;3;4;2;0;2;1;0;1;0;0;0;0;-0,020880834359431;-0,0202820962533551;31,4594541210681;537
"21537";0;0;0;0;0;0;2;0;0;2;0;0;5;0;11;4;7;5;4;0;0,0380186720821763;0,0165333737741249;85,4170688660815;538
"21538";1;0;3;1;3;10;3;2;7;5;0;1;1;2;1;0;0;0;0;0;-0,01806109601833;-0,0240661049200707;34,0426057344303;539
"21539";0;0;0;0;0;0;0;0;1;0;0;2;3;4;7;7;3;7;6;0;0,0401263627002667;0,0223609592591992;87,3479162575677;540
"21540";3;1;4;7;4;8;1;3;2;1;3;2;0;1;0;0;0;0;0;0;-0,0234749730049888;-0,0163082231210133;29,0829735342413;541
"21541";0;0;0;0;0;0;0;1;1;0;0;6;3;1;3;6;3;7;9;0;0,0402960484230781;0,0228436803898515;87,5033647054806;542
"21542";0;0;0;0;0;0;1;1;3;2;1;2;5;1;9;3;2;8;1;1;0,0250797508505435;-0,0124128982777811;73,5637721372768;543
"21543";0;0;2;4;5;2;0;6;4;6;0;1;4;3;2;1;0;0;0;0;-0,00988794648181244;-0,0318828255708777;41,5299970656633;544
"21544";0;0;0;0;0;0;0;0;0;2;0;1;2;1;7;5;6;8;7;1;0,0441954637500166;0,0344932657805315;91,0756043158472;545
"21545";2;2;1;5;4;5;0;4;4;4;2;2;0;2;1;1;0;1;0;0;-0,022532758925259;-0,0178061628389546;29,9461322836578;546
"21546";1;0;0;0;0;1;0;0;1;1;1;5;5;4;8;4;2;4;2;1;0,0231161978902936;-0,0157792825232508;71,7649687081575;547
"21547";0;0;0;0;0;0;0;0;2;0;2;3;1;0;10;6;5;5;6;0;0,0438667939678401;0,0334701933864749;90,7745111733675;548
"21548";0;0;0;0;1;2;1;5;2;3;1;3;7;6;4;3;0;2;0;0;0,00529063381917472;-0,0339670892622355;55,4350369842723;549
"21549";2;0;7;5;1;2;1;7;6;4;1;1;1;0;1;0;0;0;1;0;-0,0254740625849111;-0,0129238124074666;27,2516151424497;550
"21550";2;0;2;6;4;6;1;5;3;1;3;3;2;0;1;0;0;1;0;0;-0,0281581486471797;-0,00793881811743558;24,7927340678871;551
"21551";7;0;5;8;0;5;5;2;2;1;2;2;0;0;1;0;0;0;0;0;-0,036503651392727;0,0107894035042832;17,1474506147206;552
"21552";0;0;2;0;0;3;0;3;2;3;2;12;3;4;3;0;0;2;1;0;0,00479713910921072;-0,034153517227212;54,9829483497888;553
"21553";0;0;1;0;0;0;0;1;1;2;1;5;2;3;2;3;5;8;6;0;0,0311756460523148;-0,000238636440429529;79,1481986409053;554
"21554";0;0;0;0;1;0;0;1;3;2;0;4;2;1;7;7;6;1;5;0;0,031014098481636;-0,000594893239891702;79,0002055233344;555
"21555";6;0;13;4;6;4;1;2;1;1;0;0;0;1;0;0;1;0;0;0;-0,0447508087973702;0,0340967420276365;9,5922609558329;556
"21556";9;0;4;6;8;7;0;2;2;0;0;1;1;0;0;0;0;0;0;0;-0,0450904400913003;0,0351588681901032;9,28112601395696;557
"21557";1;0;1;3;5;2;1;5;5;4;1;4;4;0;1;2;1;0;0;0;-0,0136122106556231;-0,0289021357597362;38,1182127632201;558
"21558";4;0;5;7;10;4;0;3;2;1;0;2;1;0;0;0;0;0;0;1;-0,0295610160317551;-0,005132251608461;23,5075725708157;559
"21559";0;0;0;0;0;0;0;0;0;1;1;0;2;0;3;2;12;9;10;0;0,047635319554558;0,0456554252955307;94,2268431885168;560
"21560";1;0;0;2;3;0;2;2;0;6;1;2;7;2;2;6;1;0;1;2;-0,00222890621139465;-0,0349546209140858;48,5464148456231;561
"21561";0;0;2;1;0;1;0;3;6;2;0;7;2;2;5;7;1;1;0;0;0,0122673603427784;-0,0295034293786204;61,82638972532;562
"21562";0;0;0;0;0;0;0;2;2;2;0;6;6;11;5;4;0;2;0;0;0,0235472118917659;-0,0150635059500181;72,1598190022632;563
"21563";0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;9;4;10;13;0;0,0473230641591833;0,044607917092161;93,9407872036099;564
"21564";0;1;0;2;1;4;0;2;8;6;0;8;5;0;2;1;0;0;0;0;-0,00387807891146791;-0,0346408350215485;47,0356139820069;565
"21565";7;2;6;10;5;4;2;0;1;2;0;0;0;1;0;0;0;0;0;0;-0,0515767405751892;0,0569963929105529;3,33905071020126;566
"21566";0;0;0;0;0;0;0;1;1;0;1;2;5;2;4;12;3;4;5;0;0,0354971487119914;0,0099710009448222;83,1071108579636;567
"21567";0;1;2;2;3;2;1;2;5;2;2;5;3;3;3;1;0;0;1;2;0,00579790298014899;-0,0337576513870911;55,8997443411499;568
"21568";8;0;5;12;6;6;0;1;1;1;0;0;0;0;0;0;0;0;0;0;-0,0529030531258307;0,0618251605924131;2,12402080651373;569
"21569";4;1;6;8;4;2;2;2;3;3;0;2;0;1;2;0;0;0;0;0;-0,0242768706253484;-0,0149843030750109;28,3483581617475;570
"21570";0;2;0;0;0;2;0;1;8;6;1;1;1;5;2;5;0;4;2;0;0,00332597294544536;-0,0346079007853688;53,6352185998112;571
"21571";0;0;0;0;0;0;0;1;1;1;0;5;4;5;6;9;1;4;3;0;0,0263614746871723;-0,0100695675134004;74,7379544889554;572
"21572";1;2;1;3;2;3;3;4;4;2;4;6;1;2;1;0;0;1;0;0;-0,0169145982930436;-0,0254451740149673;35,0929079577327;573
"21573";0;2;2;1;1;3;0;4;2;3;1;7;2;1;5;4;1;1;0;0;-0,00190510411184878;-0,0349938221913409;48,8430487224832;574
"21574";7;1;3;2;1;7;5;6;2;2;0;3;1;0;0;0;0;0;0;0;-0,0256486685750702;-0,0126148960802263;27,0916592562571;575
"21575";7;0;5;9;6;5;4;2;1;0;1;0;0;0;0;0;0;0;0;0;-0,054569457626757;0,0680670411700195;0,597433955408633;576
"21576";0;0;0;0;0;4;2;0;2;2;0;8;6;2;5;2;3;2;2;0;0,0203755459471277;-0,0200257383080835;69,2542678443715;577
"21577";2;1;2;3;0;10;0;7;5;1;0;2;4;1;1;0;0;0;0;1;-0,018408282356048;-0,0236303008298024;33,724549645558;578
"21578";0;0;0;0;1;0;1;0;2;3;0;6;7;1;6;6;2;4;0;1;0,0189290131690754;-0,0220545945831163;67,9291046457365;579
"21579";0;0;0;0;0;0;1;0;0;1;0;2;4;0;6;5;5;9;7;0;0,0516988222508061;0,0599107375052723;97,9494026163593;580
"21580";9;0;11;5;5;3;1;0;5;0;1;0;0;0;0;0;0;0;0;0;-0,0511673261084472;0,0555307444336769;3,71411375235766;581
"21581";0;0;0;0;0;0;0;0;0;0;0;3;3;0;2;8;7;6;11;0;0,046552512850385;0,0420522511095951;93,2348880684003;582
"21582";1;0;3;3;4;5;0;2;5;4;1;6;2;2;2;0;0;0;0;0;-0,0177886416624038;-0,0244021804426371;34,2922001378611;583
"21583";8;0;7;8;5;2;0;3;4;1;1;1;0;0;0;0;0;0;0;0;-0,0421752674778861;0,0263056249688602;11,9517046026886;584
"21584";0;1;1;1;4;9;0;2;6;4;1;3;3;1;1;3;0;0;0;0;-0,00768482321800238;-0,0331880374496453;43,5482699424028;585
"21585";0;0;0;0;0;0;0;0;0;1;1;2;8;3;7;5;2;7;4;0;0,0429036778315782;0,0305158762867352;89,8922041291371;586
"21586";3;0;2;2;4;5;1;3;4;3;2;6;0;4;0;1;0;0;0;0;-0,0153276951492968;-0,0272018413424;36,5466639166698;587
"21587";0;0;0;0;0;0;0;0;1;1;1;5;3;4;6;4;2;6;7;0;0,0295148214786361;-0,00381387183260796;77,6267235400155;588
"21588";4;0;5;5;1;9;5;0;5;2;0;0;2;1;0;0;1;0;0;0;-0,0221989789201158;-0,018321870333579;30,2519068820402;589
"21589";1;1;5;6;5;4;0;6;2;8;0;1;1;0;0;0;0;0;0;0;-0,0319418291798717;-5,32451561608636e-05;21,3265186641365;590
"21590";0;0;0;0;0;0;0;0;0;1;0;5;5;4;7;7;2;4;5;0;0,0346564022701686;0,00788207429804802;82,3369062272832;591
"21591";0;1;0;2;1;0;1;2;1;2;1;4;3;5;8;3;2;1;3;0;0,0134306171656052;-0,0284270596429929;62,8920448943973;592
"21592";0;0;0;0;0;0;1;0;2;0;2;4;4;2;6;9;3;3;4;0;0,0312473520873517;-7,99182602782559e-05;79,2138882679865;593
"21593";0;1;0;5;5;5;2;5;4;2;5;1;1;2;1;1;0;0;0;0;-0,0194823568964845;-0,0222285293954526;32,7405940275639;594
"21594";0;0;0;0;0;0;0;2;2;4;0;5;3;4;3;4;3;9;1;0;0,0330465718593534;0,00402064767079661;80,8621466858312;595
"21595";0;0;0;0;0;0;0;1;0;0;1;3;3;1;11;3;7;5;5;0;0,0451742716335142;0,0375849550708142;91,9722865102813;596
"21596";2;1;5;4;3;5;0;3;5;5;0;1;0;1;4;1;0;0;0;0;-0,0186600215357828;-0,0233090179131258;33,4939323365688;597
"21597";0;0;3;3;1;7;0;6;4;5;2;4;3;1;0;1;0;0;0;0;-0,0148788465415965;-0,0276666569452695;36,957852425985;598
"21598";0;0;0;0;0;1;4;2;6;4;0;7;3;5;0;3;1;3;1;0;0,00673380953703812;-0,0333238648659172;56,7571247927845;599
"21599";0;0;0;0;0;0;1;1;2;0;1;2;2;0;4;6;3;9;9;0;0,0477426264597095;0,0460169817931065;94,325146637857;600
"21600";0;0;1;1;0;1;0;2;9;5;0;3;5;4;2;1;0;5;1;0;0,00524136615820536;-0,0339864688171589;55,3899030666798;601
"21601";0;2;0;1;3;1;0;7;6;6;0;4;2;0;5;1;0;1;1;0;-0,0125457151258128;-0,0298551198066064;39,0952252782881;602
"21602";1;0;1;2;3;4;1;2;6;6;0;5;4;2;1;2;0;0;0;0;-0,00455571472794627;-0,0344565975698096;46,4148343773559;603
"21603";2;1;8;10;3;3;2;5;5;1;0;0;0;0;0;0;0;0;0;0;-0,0471990600534053;0,0419342131053876;7,34942725393921;604
"21604";8;0;6;6;5;5;1;2;5;1;0;1;0;0;0;0;0;0;0;0;-0,0391764821143804;0,017820507284468;14,6988805150613;605
"21605";0;0;0;0;0;0;0;1;2;2;0;7;7;2;8;2;1;3;4;1;0,0194606060276147;-0,0213260609109971;68,4160948498175;606
"21606";10;1;7;5;7;5;0;3;0;1;1;0;0;0;0;0;0;0;0;0;-0,0458539789014805;0,0375762214305731;8,58165100216866;607
"21607";0;0;0;0;0;0;0;1;1;0;0;1;7;3;6;9;1;6;5;0;0,0373685715449982;0,0147987858773714;84,8215142264962;608
"21608";0;0;1;1;1;3;1;5;6;4;0;10;2;1;2;0;2;1;0;0;-0,000805153315792654;-0,0350720580237843;49,8507094802335;609
"21609";4;0;4;4;4;5;0;7;8;1;0;1;0;0;1;1;0;0;0;0;-0,0309653599311402;-0,00218445330741928;22,22105844412;610
"21610";0;0;1;1;0;0;1;3;2;7;0;8;5;2;2;1;1;4;0;2;0,0129479060841493;-0,0288852381623069;62,4498351011425;611
"21611";2;0;0;2;4;2;0;7;6;5;0;4;5;1;0;1;0;0;0;1;-0,00511210002254166;-0,034281243490919;45,9051319165155;612
"21612";0;0;1;0;0;1;0;5;4;2;1;1;3;4;9;2;1;5;1;0;0,0155254473765551;-0,0262493031578356;64,8111109156162;613
"21613";0;0;0;0;0;0;1;0;0;0;0;2;7;1;7;4;5;4;9;0;0,0356525633136416;0,010362575871234;83,2494855858386;614
"21614";0;0;0;0;0;0;0;0;0;0;1;2;3;0;8;5;8;7;6;0;0,0419965671131;0,0277928591089603;89,0612034359947;615
"21615";7;8;1;6;0;3;9;4;0;0;1;1;0;0;0;0;0;0;0;0;-0,0515954590570612;0,0570636836418934;3,32190277986228;616
"21616";2;0;4;6;7;7;0;0;5;2;0;3;3;0;0;0;1;0;0;0;-0,0170913299358858;-0,0252386032308063;34,9310047691688;617
"21617";0;0;0;0;0;1;0;0;1;3;0;5;4;0;3;9;4;5;3;2;0,0339004848128759;0,00604624882402399;81,6444131080061;618
"21618";0;0;2;1;4;6;0;4;4;0;1;4;7;3;4;0;0;0;0;0;-0,0134769150582408;-0,0290274503619002;38,2421565474942;619
"21619";0;0;0;2;1;1;0;4;4;4;0;3;7;3;2;5;0;3;0;1;0,00304652370385859;-0,0346770520898839;53,3792162081227;620
"21620";0;0;0;0;0;1;0;3;2;5;1;2;6;7;4;3;0;2;4;0;0,0194863605428791;-0,0212902615611124;68,4396884636953;621
"21621";4;0;3;4;6;6;2;4;4;1;0;2;3;1;0;0;0;0;0;0;-0,0289501893398316;-0,00637123666675019;24,0671485895291;622
"21622";0;0;0;0;0;1;0;1;2;3;0;3;5;1;6;4;8;1;4;1;0,0193618705838478;-0,0214628742438088;68,3256436837837;623
"21623";3;0;3;5;0;2;2;6;7;2;1;3;3;2;0;0;0;0;1;0;-0,0189398143444097;-0,0229467150739557;33,2376152044162;624
"21624";8;0;10;10;5;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0;-0,0503857971490382;0,0527656231288945;4,43006947170943;625
"21625";14;1;4;5;6;2;1;3;1;0;0;1;2;0;0;0;0;0;0;0;-0,0500804120015992;0,0516967849312223;4,70983164850622;626
"21626";2;1;4;8;5;5;2;2;4;3;2;0;0;1;1;0;0;0;0;0;-0,0242219007376346;-0,0150764976231669;28,3987158676609;627
"21627";0;0;1;2;4;7;1;5;3;3;1;5;1;1;3;2;0;0;1;0;-0,00899148677364312;-0,0324550079877927;42,3512404086068;628
"21628";0;0;3;1;0;4;0;2;3;5;0;2;9;2;3;4;0;0;0;2;-0,00152279969729138;-0,0350306375284674;49,1932763485238;629
"21629";0;0;1;2;0;0;1;2;6;6;0;6;2;2;4;5;0;3;0;0;0,0100975521531892;-0,0312574980809436;59,8386366618797;630
"21630";6;0;8;3;10;9;0;1;0;1;1;0;1;0;0;0;0;0;0;0;-0,0421003993197218;0,0260861058316426;12,0202910387889;631
"21631";6;0;9;6;10;3;0;3;1;2;0;0;0;0;0;0;0;0;0;0;-0,0487153905419487;0,0469992308434554;5,96032263711095;632
"21632";1;0;0;3;8;4;0;6;5;4;0;3;3;2;0;0;1;0;0;0;-0,00781786679672112;-0,0331188776807682;43,426389223896;633
"21633";0;0;0;0;0;1;0;0;0;0;1;3;4;1;2;5;10;6;7;0;0,0468407122498987;0,0430032380280268;93,4989064466208;634
"21634";7;1;11;6;5;6;1;2;1;0;0;0;0;0;0;0;0;0;0;0;-0,0477606104684972;0,0437911610033437;6,83499304577708;635
"21635";0;0;0;2;3;0;0;7;7;9;0;4;2;0;2;1;1;0;2;0;0,00380002673729556;-0,034478064466827;54,0694974828511;636
"21636";5;0;4;9;5;6;0;3;4;1;0;1;1;0;0;0;1;0;0;0;-0,0288664240711863;-0,00653910318241699;24,1438856348395;637
"21637";0;1;0;2;3;1;2;3;1;2;2;7;5;0;6;3;2;0;0;0;-0,00093164927122482;-0,0350673799215902;49,7348270146176;638
"21638";2;1;2;3;6;5;0;3;7;6;0;1;0;1;2;1;0;0;0;0;-0,0168565196802163;-0,025512580204608;35,1461135549471;639
"21639";2;1;5;1;5;4;0;3;5;5;3;1;1;2;1;1;0;0;0;0;-0,0167513625979104;-0,0256340237037865;35,2424475597218;640
"21640";0;0;0;0;0;0;0;0;0;1;0;2;2;0;5;7;5;11;7;0;0,0486852600734777;0,0492277762931558;95,1886897208169;641
"21641";1;0;0;0;0;0;0;0;2;5;1;4;7;0;7;4;1;4;3;1;0,0248515288575819;-0,0128180614227816;73,3546988340095;642
"21642";0;0;0;0;0;1;0;0;1;0;1;5;6;1;3;8;6;4;4;0;0,0263988712910658;-0,00999946631581946;74,7722133761272;643
"21643";0;0;1;1;0;1;2;4;2;2;1;6;8;1;5;5;1;0;0;0;0,00530852339917899;-0,0339600102119386;55,4514255607501;644
"21644";5;0;9;9;5;4;0;1;3;3;0;0;0;0;1;0;0;0;0;0;-0,0391902115036683;0,017857917340946;14,6863030735403;645
"21645";0;0;1;0;1;3;2;1;4;8;0;4;3;3;4;4;1;0;1;0;0,00665368610951724;-0,0333634066147637;56,6837240243331;646
"21646";4;1;2;5;1;2;2;6;6;1;1;4;3;1;1;0;0;0;0;0;-0,0210403873961098;-0,0200513072904556;31,3132881885394;647
"21647";7;0;5;5;9;5;0;3;3;1;1;1;0;0;0;0;0;0;0;0;-0,0455836544680454;0,0367157014929002;8,8292941916734;648
"21648";0;0;0;0;0;0;0;0;0;2;0;1;3;1;3;8;4;7;11;0;0,0486162299626129;0,0489905310033116;95,1254514977336;649
"21649";11;1;11;7;1;4;1;2;1;1;0;0;0;0;0;0;0;0;0;0;-0,05063377185775;0,0536383396738113;4,20290078036487;650
"21650";0;0;0;0;0;0;0;0;0;0;1;1;4;0;3;7;8;6;10;0;0,0508822108725365;0,0569529543752479;97,2013080259785;651
"21651";1;1;1;5;4;4;0;3;9;4;2;1;2;3;0;0;0;0;0;0;-0,0126854445120168;-0,0297348045469793;38,9672197168693;652
"21652";0;0;6;6;4;2;1;7;2;4;1;1;4;1;0;1;0;0;0;0;-0,0177024679933819;-0,0245073926515627;34,3711435096338;653
"21653";0;0;0;0;0;0;1;0;5;2;1;1;5;6;5;3;0;9;2;0;0,0294622904136802;-0,00392379781948305;77,5786000303924;654
"21654";0;0;1;0;1;0;2;2;2;6;0;8;5;7;4;1;0;1;0;0;0,0037515863007694;-0,0344920547340161;54,0251213824376;655
"21655";0;0;0;0;0;1;0;2;2;2;1;8;4;3;6;5;2;3;1;0;0,0259584419820137;-0,0108188397716328;74,368737754412;656
"21656";0;0;0;0;0;0;0;0;1;0;0;1;0;0;4;4;7;13;10;0;0,0521194090510652;0,0614523630276151;98,3347005909309;657
